125449,88565.90364801884,0.7059913084043622,0
119016,3562.0138109326363,0.029928865118409594,47
42,3.4521799087524414,0.08219475973220099,48
2845,222.39987909793854,0.07817218948960933,49
22433,292.09456914663315,0.013020753762164362,50
6733312,3724128.940875411,0.5530902089306735,51
13869,1829.4270572662354,0.1319076398634534,52
10682891,4284075.170763016,0.4010220801431949,53
2396483,188494.73364257812,0.07865473430964381,54
3402,175.39726972579956,0.05155710456372709,58
2089573,23323.716517925262,0.011161953431598351,62
