164302830,218441818.79785156,1.3295073420089694,1
194624533,231400265.7265625,1.1889573331773262,2
311651743,295456403.2598553,0.9480338547628635,3
493886218,612352173.454401,1.2398648740070755,4
79427508,81269017.78577614,1.023184786129462,5
27884211,24346341.946668793,0.8731228560373752,6
110489303,112060833.1354425,1.0142233690753077,7
164495389,149494713.8024249,0.9088079289713398,8
794291344,960018172.7455292,1.208647406266496,9
183939713,177122246.39766598,0.962936407308986,10
237433467,245606457.2809918,1.0344222336651125,11
15822471,12570699.067565335,0.794483937911173,12
28285805,28687969.08546283,1.0142178766155967,13
20212591,14299015.107364222,0.7074310813177896,14
80554513,66717675.057318315,0.8282301335161484,15
29400063,23093665.358214088,0.7854971384998083,16
