2,2.446739912033081,1.2233699560165405,0
4174852,438336.8758369237,0.10499459042785797,17
87944583,99485941,1.1312344388511115,18
74782180,49814211.19921875,0.666124084631108,19
112979690,71349348.50097656,0.6315236703249634,20
90144060,50110097.787109375,0.5558890711945899,21
66586710,36887939.79589844,0.5539835170696741,22
71628811,38568439.0674324,0.538448684670089,23
19120383,1887577.72366333,0.09872070677994944,24
14344329,1555746.5829086304,0.10845725742268114,25
17647826,5077744.012588501,0.28772631895784223,26
1510654,52312.23974609375,0.03462886918254859,27
2637566,118593.12997817993,0.044963094754095226,28
3981582,291009.59263801575,0.07308893616608066,29
25570153,3913968.4844055176,0.1530678554956444,30
70093174,19017282.58959198,0.2713143306877782,31
14523384,3361830.60546875,0.23147708588223997,32
