10,-5.48303296201,-1.34839456388,173,8,8
20,-5.91117267907,2.07956471521,406,9,9
30,-2.54767097731,-3.42710136519,969,8,8
40,-4.71638740181,-0.611475543576,875,9,9
50,-3.53969398478,4.11752920275,66,8,8
60,-1.05639697082,-2.70103300193,144,8,8
70,2.53495748465,-0.539631916006,43,7,7
80,3.2454343837,0.0960797451782,1185,9,9
90,-1.9918195589,-7.68177799391,138,8,8
100,-6.46281251331,-0.724483251366,547,8,8
110,-9.92066345092,-2.07155359413,396,9,9
120,-4.52074953382,-3.34217284336,702,7,7
130,-3.0895516517,-6.50959257255,586,9,9
140,-5.36860094466,3.42280950347,62,8,8
150,-2.63117426326,-0.504114852599,603,8,8
160,-1.91499086973,-0.785580436039,37,7,7
170,-3.91351506226,-1.87971179695,32,8,8
180,7.60452951795,-5.01803077143,2,5,5
190,4.13315182913,-3.74365494678,44,8,8
200,-3.57598513429,-5.22753265153,86,8,8
210,-3.55233733139,-5.14788446038,467,9,9
220,-5.83851837801,-1.38526797952,3759,8,8
230,-4.00284835719,-2.7457913204,258,8,8
240,-7.38871202164,2.61607904373,303,8,8
250,-3.2490679934,-6.31248143963,284,8,8
260,-0.489125229255,0.437107088162,43,8,8
280,-6.04110781476,-1.16443717825,316,9,9
290,3.93070138104,-8.38797884912,80,7,7
300,-2.79129011563,-4.1177814422,936,9,9
310,-9.29697151247,-4.87240167833,277,9,9
320,-1.43232583726,-2.89722121161,2646,9,9
330,5.94369747876,2.82012107967,42,8,8
340,-7.38316919771,-0.48160497426,1601,9,9
350,-5.85654332638,2.08241350752,528,7,7
360,-7.39761916427,2.62205666375,2251,9,9
370,-4.95945802432,-2.17100667094,3425,9,9
380,-7.61145233134,-2.85891175828,402,8,8
390,-4.22845274431,-1.05417995807,611,8,8
400,-0.155658859547,7.21967331765,2,5,5
410,-2.7118329382,-3.10959616288,813,8,8
430,-8.26690369536,-4.53892054272,2848,9,9
440,-5.10622657726,1.60963559277,376,9,9
450,-4.42162779897,-1.96885187999,2778,7,7
460,-5.75076325116,-1.23432929665,3174,9,9
470,-1.06697206955,1.71864480805,573,8,8
480,-3.58446585463,-6.02372101494,286,8,8
490,-5.9224829531,-2.12976805865,382,8,8
500,-1.59280250861,-0.402681242959,778,9,9
510,-5.71457750597,-1.78173812316,517,8,8
520,-2.0348143384,-7.50282968499,8474,9,9
530,-0.155685175539,7.22018692477,5,5,5
540,-7.21925201527,-0.675365247565,273,8,8
550,-10.1602888106,1.06967868758,38,8,8
560,-8.69115132508,-1.07149641588,88,8,8
570,-6.20626354266,4.94070052595,54,8,8
580,-9.37370176087,-5.0258601753,545,9,9
590,-4.22385611933,-1.82380187658,370,8,8
600,0.850942190278,-0.668817670561,194,8,8
610,-7.70449465032,-1.21511659608,785,9,9
620,2.94507952338,-6.55805058319,86,7,7
630,-8.20412062287,-4.55123045151,911,9,9
640,2.35606701583,-1.65374902999,219,8,8
650,-2.09575731288,10.1194047263,1203,9,9
660,-2.06819061983,10.1311971952,77,7,7
670,-1.68932870677,-2.60110229247,1348,8,8
680,-5.5862893073,-2.8860696633,107,8,8
690,-4.63971456221,-2.06728188689,1040,8,8
700,-2.94469019426,0.0133095503665,526,8,8
710,-2.63075190775,2.00070221857,32,7,7
720,-5.60474351633,-1.75623437352,222,9,9
730,-0.155682837907,7.22029236964,5,6,6
740,-0.155680894779,7.22019719354,9,6,6
750,-0.155683533362,7.22014780358,948,9,9
760,-5.2939093965,-4.47934773067,249,8,8
770,-0.155759770761,7.22222281123,1,5,5
780,-0.155685708899,7.22014766394,228,8,8
790,-7.83912811211,5.99942783477,505,9,9
800,-5.700619089,-1.81953532932,2067,9,9
810,6.66805526536,5.03785314586,157,6,6
820,-6.80353525465,-1.97251139062,123,8,8
830,-4.7473698513,-2.16074856758,1247,9,9
840,-7.40523267265,-3.5254856204,59,7,7
850,6.5906317202,-3.12554677087,398,8,8
860,-9.38251132796,-5.03207950536,352,9,9
880,-5.67032698912,-3.13743638757,1710,9,9
890,-5.80617112998,-1.80269459972,76,8,8
900,-7.47109222203,3.12368402907,491,9,9
910,6.80271853514,0.0529615906471,734,8,8
920,-1.02750612247,-6.5524127195,98,8,8
930,-0.155689450148,7.2203930951,8,7,7
940,-5.86085213783,2.09969500492,483,8,8
960,-6.72281850383,-0.638110142368,1387,8,8
970,-0.155680012759,7.22020556505,4,6,6
980,-4.6079589843,-2.41223336476,221,8,8
990,-4.71206220433,-5.51679601746,341,8,8
1000,-5.90181258002,-3.79393069697,490,9,9
1010,3.8398552102,-5.85329665541,68,7,7
1020,5.78298506342,4.86925716101,54,8,8
1030,-7.5940065413,-0.342709124376,709,9,9
1040,-5.71853282452,-2.59608843231,469,9,9
1050,-1.56026273032,-0.510024935281,146,8,8
1060,3.15699452665,0.0550593958709,761,9,9
1070,-4.71073123565,-2.50241615386,3035,9,9
1080,-4.97163799756,-2.26526642462,2316,8,8
1090,-4.61019767167,-1.51137486707,144,7,7
1100,-5.33540788734,0.759899407605,17,7,7
1110,-5.79488719513,-1.71129003516,670,9,9
1120,8.81416257919,0.781834954591,92,8,8
1130,-7.49243413202,-0.266386416598,515,9,9
1140,-6.85889815981,0.65216982366,490,9,9
1150,-0.155764039475,7.22244773171,5,6,6
1160,-6.56100482917,-0.667267786862,725,9,9
1170,-3.83492874767,-7.18314203903,62,8,8
1180,-7.30120979601,-2.28381221839,33,8,8
1190,3.14533018647,0.0372445665965,49,8,8
1200,-4.5538221471,-5.08646165789,389,8,8
1210,-2.85514553884,-3.823881348,111,8,8
1220,-4.68044395625,-2.98120694566,1115,9,9
1230,-0.155698096321,7.22087624858,116,8,8
1240,8.81618889449,0.78227942158,20,7,7
1250,-6.15971343202,-1.12949229189,1192,9,9
1260,1.89377803925,-5.06187588124,1456,9,9
1270,-4.52092290821,-1.97628706857,240,8,8
1280,-4.78521050342,0.473657040863,298,8,8
1290,-4.56064275958,-5.8745030154,982,9,9
1300,-2.19620315187,-2.07830284434,207,7,7
1310,-1.86900153463,-9.12787743601,3573,9,9
1320,-3.91187345827,-7.09836791613,480,8,8
1330,-8.32708668073,-3.21411547163,240,8,8
1340,-9.27661357586,0.365538386354,437,8,8
1350,-7.80353639583,-3.08277382103,180,7,7
1360,-6.15603656945,-0.771539041231,219,8,8
1370,-2.08380962305,-8.91855618677,646,9,9
1380,-9.64971675845,0.41500579749,1566,7,7
1390,5.19804523636,0.703017386321,2,5,5
1400,-9.04060601808,0.17043729846,705,9,9
1410,-0.930462346839,-6.69134874095,46,7,7
1420,-6.02154417141,-1.08969498485,1409,9,9
1430,-0.0969309384542,-0.393451042264,495,8,8
1440,-5.66435238784,-2.14202359169,2493,9,9
1450,-3.44965080947,8.63605552034,6,7,7
1460,-9.92173340844,-2.07251483185,82,8,8
1470,4.74224112108,7.56216188588,529,9,9
1480,5.37217958918,5.47926350107,70,7,7
1490,-3.94821566654,-5.14344700197,175,8,8
1500,-6.12133129581,-0.0202242555164,250,8,8
1510,-5.58081913157,-1.83614407666,285,6,6
1520,-7.09765975594,-1.95334487293,1279,9,9
1540,-7.29794521327,-0.489324785708,292,9,9
1550,-1.04886117191,-6.50524294099,354,8,8
1560,-3.28703486127,-5.85764070064,220,8,8
1570,-5.32225689738,-2.05211669696,440,9,9
1580,-5.65754124246,-2.44896412324,565,9,9
1590,-5.64375111978,-1.35670388796,508,9,9
1600,-6.27462778909,0.327254076063,93,7,7
1610,-6.67622187333,-0.337171900249,3794,9,9
1620,-5.76515676493,-2.0658598189,416,9,9
1630,-2.88197791771,2.45122738575,23,7,7
1640,-2.63436936332,-1.79292437384,187,8,8
1650,-5.10370417965,-2.12307387108,265,8,8
1660,-7.26000099355,-1.90522518512,920,9,9
1670,-5.46476479019,-8.75993758409,27,7,7
1680,-5.95495104426,-1.39385661392,4215,9,9
1690,-9.38545757464,-5.03723381767,148,8,8
1700,-8.6975106719,-0.181029517918,366,9,9
1710,-4.62037771239,9.48599888639,156,8,8
1720,-9.0290971631,-4.34767072639,485,8,8
1730,-3.86000326836,-2.60314249185,122,8,8
1740,-2.90754756854,-0.0259267743985,71,8,8
1750,-4.27546127887,-0.0840457214817,358,7,7
1760,-4.43915315212,-2.55437063976,106,8,8
1770,-1.64711227722,-4.84376010996,49,8,8
1780,-5.58988905875,-1.41511434993,3280,9,9
1790,-5.54889753189,-1.24603124792,209,9,9
1800,6.04122178916,4.2719615365,42,7,7
1810,-8.34165299999,0.102801692986,1965,9,9
1820,-9.12562991585,-4.5513424701,836,9,9
1830,-5.60257616404,-2.04385192845,572,9,9
1850,-4.72645551367,-4.80566644505,482,8,8
1860,-6.15804777825,-1.06841734073,638,9,9
1870,-6.89171903566,7.42851782953,16,7,7
1880,-7.47805405273,3.09810124933,236,8,8
1890,-6.49793746288,-0.966175806425,125,8,8
1900,-0.926484323735,-6.65330872119,76,8,8
1910,-7.26797740082,-2.1844458547,263,9,9
1920,-4.93809659132,-2.83732127292,49,8,8
1930,-8.1013653258,0.378953321585,117,8,8
1940,-8.54905881304,0.0603713773693,41,8,8
1950,-4.24442899671,-4.17563403617,245,8,8
1960,9.03195838154,-2.89186810831,116,7,7
1970,-4.89772316672,-2.79460136869,296,8,8
1980,-1.81001529403,-5.20396225002,17,7,7
1990,-9.7191792534,0.440060649646,168,8,8
2000,-5.23905212368,-3.34250512783,54,8,8
2010,-9.40214937149,-2.32000048632,1329,8,8
2020,-0.155688476032,7.22042539009,16,7,7
2030,-4.12188499575,-2.04620539246,1711,7,7
2040,-6.46298622711,-1.01047121078,621,9,9
2050,-1.17645951329,0.739299939939,44,6,6
2060,-3.44417690785,8.59222618025,651,9,9
2070,3.09972234782,-0.0296623931146,216,8,8
2080,-2.56041672133,-4.02604321854,31,7,7
2090,-1.53124586255,-2.9023661129,2804,9,9
2100,-8.45436523175,-0.996068255939,1039,8,8
2110,-7.33373213886,2.62570592045,108,8,8
2120,-7.39747298548,-0.740484027916,1688,9,9
2130,-5.86961159735,-1.62770746936,973,9,9
2140,4.65594798735,7.65074966291,26,7,7
2150,3.17847148276,0.0661960668715,3644,8,8
2160,-3.5463362747,-2.32999030875,501,9,9
2170,6.92185039056,-1.69694163308,29,8,8
2180,-5.69490844294,4.1341813549,30,7,7
2190,-4.98361664996,-2.98272333653,63,8,8
2200,-6.72075702804,1.67206847275,311,8,8
2210,9.05922340842,-2.95287048341,26,7,7
2220,-4.20149205392,-5.92154315031,441,9,9
2240,-6.05172966002,-1.16810680397,2143,9,9
2250,-7.81938113566,-3.1573824731,84,8,8
2260,-6.94564402726,0.524806119129,60,8,8
2270,-9.06301899539,-4.51666783555,446,8,8
2280,-4.50086480122,-3.98392422691,691,7,7
2290,-0.291642371251,-1.05751922074,4,6,6
2300,7.03146364201,0.0400039305887,31,7,7
2310,-3.50834940915,-5.06612337172,264,8,8
2320,-4.86245262597,-2.29178903417,687,9,9
2330,-4.86695641032,0.0456778584253,19,7,7
2340,-4.21535782504,-2.77602454224,318,9,9
2350,1.70961576645,-2.96919329534,65,7,7
2360,-4.37194365828,-2.34801820014,320,8,8
2370,-6.12877816253,-1.77273566315,270,9,9
2380,-7.77568895415,-3.07474747367,480,9,9
2390,-0.016264685579,-2.8282805852,161,8,8
2400,-7.98181226281,-0.0651391499167,263,8,8
2410,-6.18214186652,1.66650619591,43,8,8
2420,-8.26455301012,0.19895295381,1087,9,9
2430,-9.31575384585,-4.86746410963,859,9,9
2440,3.05761337586,-2.20144063806,64,8,8
2450,-6.24141944997,0.0159919203223,396,9,9
2460,-9.38532199862,-5.03715174543,67,8,8
